source_rank,tld,source_status,evidence_state,evidence_date,report_ref,fixture_ref,fixture_scope,evidence_note,follow_up_state,follow_up_date,follow_up_report_ref,follow_up_fixture_ref,follow_up_note
294,win,delegated,paired,2026-09-19,docs/audits/topdomains-276-300-2026-09-19.md,spec/fixtures/responses/topdomains_276_300,report_collection,whois.nic.win | CentralNic/MarkMonitor registered and No Data Found responses | Added host parser reusing .design behavior,"","","","",""
295,ovh,delegated,paired,2026-09-19,docs/audits/topdomains-276-300-2026-09-19.md,spec/fixtures/responses/topdomains_276_300,report_collection,whois.ovh.com | OVH registered and % 404 responses | Added OVH parser and absence marker,"","","","",""
296,best,delegated,paired,2026-09-19,docs/audits/topdomains-276-300-2026-09-19.md,spec/fixtures/responses/topdomains_276_300,report_collection,whois.nic.best | CentralNic registered and DOMAIN NOT FOUND responses | Added CentralNic host parser,"","","","",""
297,today,delegated,explicit_unsupported,2026-09-19,docs/audits/topdomains-276-300-2026-09-19.md,spec/fixtures/responses/topdomains_276_300,report_collection,whois.nic.today | Identity Digital returned TLD is not supported. | Added explicit unavailable parser,"","","","",""
298,cfd,delegated,paired,2026-09-19,docs/audits/topdomains-276-300-2026-09-19.md,spec/fixtures/responses/topdomains_276_300,report_collection,whois.nic.cfd | CentralNic registered and DOMAIN NOT FOUND responses | Added CentralNic host parser,"","","","",""
299,market,delegated,explicit_unsupported,2026-09-19,docs/audits/topdomains-276-300-2026-09-19.md,spec/fixtures/responses/topdomains_276_300,report_collection,whois.nic.market | Identity Digital returned TLD is not supported. | Added explicit unavailable parser,"","","","",""
300,help,delegated,explicit_unsupported,2026-09-19,docs/audits/topdomains-276-300-2026-09-19.md,spec/fixtures/responses/topdomains_276_300,report_collection,whois.uniregistry.net | Tucows returned Tld not supported by this registry interface | Existing parser raises unavailable,"","","","",""
301,blog,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.blog | Verified registered + Not found: | Added CIRA-family host adapter,"","","","",""
302,team,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.team] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicTeam | Port-43 explicit TLD is not supported sample google.team; SHA-256 0f67715fbfa825d9101ef17d33f65c499f77e6b8b807213b2e03842ee73d0d9d.,"","","","",""
303,support,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.support] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicSupport | Port-43 explicit TLD is not supported sample google.support; SHA-256 5e780d231d3175e843053a06ae1ba8ea024e9322289faf57650a2b7ee0a4189f.,"","","","",""
304,fox,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.fox | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
305,cyou,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,whois.nic.cyou | Whois::Parsers::WhoisNicCyou | CentralNic ICANN record; DOMAIN NOT FOUND absence marker,"","","","",""
306,null,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"none | Excluded, undelegated | Classification only","","","","",""
307,agency,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.agency | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
308,bid,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.bid | registered + authoritative absence | Adapter/fixture,"","","","",""
309,bet,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
310,cx,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.cx | registered; absence ambiguous/blocked | Existing parser; unresolved absence,"","","","",""
311,build,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.build | registered + authoritative absence | Adapter/fixture,"","","","",""
312,buzz,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.buzz | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
313,events,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.events | explicit registry denial | No fake support,"","","","",""
314,sbs,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.sbs | registered + authoritative absence | Adapter/fixture,"","","","",""
315,cam,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.cam | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
316,social,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.social | explicit registry denial | No fake support,"","","","",""
317,moe,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.moe | registered + authoritative absence | Adapter/fixture,"","","","",""
318,center,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.center] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicCenter | Port-43 explicit TLD is not supported sample google.center; SHA-256 ac569c9d65e9be3602c92b1fefe10c9181fc9eeb81087517f40d27d60d652246.,"","","","",""
319,guru,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.guru] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicGuru | Port-43 explicit TLD is not supported sample google.guru; SHA-256 2294c9033be5ba09c8f2c845037d4b46f34b2f522fd6c4b1c796059ddafe6b9a.,"","","","",""
320,lat,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.lat | registered + authoritative absence | Adapter/fixture,"","","","",""
321,aero,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.aero | registered; absence ambiguous/blocked | Existing parser; unresolved absence,"","","","",""
322,wpad,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,no server | undelegated; excluded | No parser,"","","","",""
323,red,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
324,stream,delegated,absence_only,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,whois.nic.stream | No Data Found absence marker only,"","","","",""
325,wiki,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.wiki | registered + authoritative absence | Adapter/fixture,"","","","",""
326,health,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists this row as classification-only.,"","","","",""
327,int,delegated,absence_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.iana.org | Verified authoritative zero objects | Existing IANA parser retained,"","","","",""
328,company,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
329,finance,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.finance | explicit registry denial | No fake support,"","","","",""
330,travel,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.travel | explicit registry denial | No fake support,"","","","",""
331,codes,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.codes | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
332,onl,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
333,https,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,— | excluded_undelegated | excluded | classification-only | No implementation: source is undelegated.,"","","","",""
334,fit,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"whois.nic.fit | Unknown, query limit exceeded | No parser conclusion","","","","",""
335,bio,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
336,pics,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
337,bind,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,— | excluded | ICANN undelegated; classification-only,"","","","",""
338,no-op-domain,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"none | Excluded, undelegated | Classification only","","","","",""
339,xxx,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.xxx] | parser_present_unverified | verified_registered | Whois::Parsers::WhoisNicXxx | Port-43 registered sample google.xxx; SHA-256 23fa6362f7012d74fd96327a56b80f0b7b96be048779fd78a76640ae40f87a3d.,"","","","",""
340,tc,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.tc | registered + authoritative absence | Existing parser verified,"","","","",""
341,wtf,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.wtf] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicWtf | Port-43 explicit TLD is not supported sample google.wtf; SHA-256 9670870e7244c2fe7d4f6bfdecdd0f4d1a3aeb373cabb311e3ca417cadeea914.,"","","","",""
342,care,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.care | explicit registry denial | No fake support,"","","","",""
343,event,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,no server | undelegated; excluded | No parser,"","","","",""
344,game,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
345,coop,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.coop | Verified registered + Radix available | Added current availability marker to existing parser,"","","","",""
346,casa,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.casa | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
347,academy,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.academy | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
348,bayern,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.bayern | Verified registered + no matching objects | Added CentralNic-family adapter,"","","","",""
349,fyi,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.fyi | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
350,partners,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.partners | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
351,corp,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists this row as classification-only.,"","","","",""
352,marketing,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.marketing | explicit registry denial | No fake support,"","","","",""
353,initplayback,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,— | excluded_undelegated | excluded | classification-only | No implementation: source is undelegated.,"","","","",""
354,engineering,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.engineering | explicit registry denial | No fake support,"","","","",""
355,box,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.aridnrs.net.au | endpoint unavailable | Unknown; no parser,"","","","",""
356,audio,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
357,city,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.city] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicCity | Port-43 explicit TLD is not supported sample google.city; SHA-256 2a32a148815be8fa3f40ad7b1715b5376c163741431bfe0a8d5f4984c673265e.,"","","","",""
358,party,delegated,absence_only,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,whois.nic.party | No Data Found absence marker only,"","","","",""
359,files,undelegated,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,— | excluded | ICANN undelegated; classification-only,"","","","",""
360,gd,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.gd | Verified registered + DOMAIN NOT FOUND | Added current absence marker to existing parser,"","","","",""
361,love,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.love | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
362,pm,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.pm | Verified registered + %% NOT FOUND | Added current AFNIC absence marker,"","","","",""
363,onion,special-use,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,"none | Excluded, special-use | Classification only","","","","",""
364,pet,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
365,localhost,special-use,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,no server | special-use; excluded | No parser,"","","","",""
366,monster,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.monster | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
367,money,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.money] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicMoney | Port-43 explicit TLD is not supported sample google.money; SHA-256 6bb0ccace86e25b361fb02b8691b9acdd67debc82bbb40777ee942f2713e9924.,"","","","",""
368,cool,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.cool | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
369,xn--p1ai,delegated,absence_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.tcinet.ru | Verified no entries | Existing TCI parser retained,"","","","",""
370,inc,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.inc | registered + authoritative absence | Adapter/fixture,"","","","",""
371,qpon,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists this row as classification-only.,"","","","",""
372,land,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.land | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
373,watch,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
374,gs,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.gs | registered; absence ambiguous/blocked | Existing parser; unresolved absence,"","","","",""
375,test,special-use,classification_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,— | excluded_special_use | excluded | classification-only | No implementation: source is special-use.,"","","","",""
376,express,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.express | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
377,energy,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.energy | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
378,ax,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.ax | Verified registered + Domain not found | Added current absence marker to existing parser,"","","","",""
379,llc,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,"[whois.afilias.net] | parser_present_unverified | unknown | Whois::Parsers::WhoisAfiliasNet | Shared-host sample google.bet returned explicit unsupported notice (SHA-256 f74ad65a2639f4c00f578fa1f30cb7dc42c6bbd58929e08788a09887a0ab1d95); each TLD was not re-queried after rate limiting, so no per-TLD status is claimed.","","","","",""
380,trade,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.trade | registered + authoritative absence | Adapter/fixture,"","","","",""
381,international,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.international | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
382,show,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.show | explicit registry denial | No fake support,"","","","",""
383,exchange,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
384,eus,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.eus | Verified registered + no matching objects | Added CentralNic-family adapter,"","","","",""
385,rest,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.rest | verified | Added BaseTop1000Icann adapter with exact current markers,"","","","",""
386,education,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.education] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicEducation | Port-43 explicit TLD is not supported sample google.education; SHA-256 ea7be3b1ba7434da155acda06296fe04ee08dcf2c1ebeb6bec26f0489da4ef49.,"","","","",""
387,tel,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.tel | registered; absence ambiguous/blocked | Existing parser; unresolved absence,"","","","",""
388,gold,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.gold | explicit registry denial | No fake support,"","","","",""
389,nexus,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,"whois.nic.google | unknown | Port-43 response unresolved (DNS failure, timeout, or connection reset); no parser conclusion","","","","",""
390,beer,delegated,registered_only,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.beer] | parser_missing | verified_registered | Whois::Parsers::WhoisNicBeer | Port-43 registered sample google.beer; SHA-256 bba322372b3f0ee4238355311362f844d1ffde5c0ce94ab863e2a3856ca1716d.,"","","","",""
391,casino,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.casino | explicit registry denial | No fake support,"","","","",""
392,dog,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.dog | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
393,press,delegated,paired,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.press | registered + authoritative absence | Adapter/fixture,"","","","",""
394,fan,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-3-2026-09-19.md,spec/fixtures/responses/top1000_package3,report_collection,whois.nic.fan | unavailable | Added BaseUnsupportedRegistry adapter; exact TLD-not-supported response raises unavailable,"","","","",""
395,house,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.house] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicHouse | Port-43 explicit TLD is not supported sample google.house; SHA-256 a0387b7360b32670ba8d5610c50ed84118033ff16e9ca1885af2f4a8b5dc7906.,"","","","",""
396,expert,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.expert] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicExpert | Port-43 explicit TLD is not supported sample google.expert; SHA-256 d8159b0da3d0036101f62f13707e2bdea6568ede32059f74b9694cf299d93079.,"","","","",""
397,cafe,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.cafe] | parser_missing | verified_unavailable | Whois::Parsers::WhoisNicCafe | Port-43 explicit TLD is not supported sample google.cafe; SHA-256 dd5b258f597b5cf0114b1094799949ea62d654a69ed9b7b29f9a36884bf81515.,"","","","",""
398,cash,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.cash | Verified explicit unsupported-TLD denial | Added unavailable adapter,"","","","",""
399,tf,delegated,absence_only,2026-09-19,docs/audits/whois-parser-top1000-package-4-2026-09-19.md,spec/fixtures/responses/topdomains_package_4,report_collection,whois.nic.fr | Verified AFNIC %% NOT FOUND | Added current absence marker to shared parser,"","","","",""
400,community,delegated,explicit_unsupported,2026-09-19,docs/audits/whois-parser-top1000-package-5-2026-09-19.md,spec/fixtures/responses/top1000_package5,report_collection,whois.nic.community | explicit registry denial | No fake support,"","","","",""
401,jobs,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-2-2026-09-19.md,spec/fixtures/responses/top1000_package_2,report_collection,[whois.nic.jobs] | parser_present_unverified | unavailable | Whois::Parsers::WhoisNicJobs | Port-43 current probe for google.jobs produced timeout or empty response; no parser claim is made.,"","","","",""
402,homes,delegated,unknown,2026-09-19,docs/audits/whois-parser-top1000-package-1-2026-09-19.md,spec/fixtures/responses/top1000_package1,report_collection,Source report lists only an unavailable endpoint result.,"","","","",""
